ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
17695,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,2,-1,0,unknown,yes
10957,43,admin.,married,secondary,no,315,no,no,cellular,23,jul,2,-1,0,unknown,no
12512,51,technician,married,secondary,no,117,no,no,cellular,24,aug,2,88,4,other,yes
11393,47,management,married,tertiary,no,122,no,yes,cellular,18,jul,1,-1,0,unknown,no
15624,20,student,single,secondary,no,215,no,no,cellular,24,nov,1,95,5,success,yes
21856,40,admin.,married,secondary,no,3087,yes,yes,unknown,27,may,1,-1,0,unknown,no
13178,56,entrepreneur,married,tertiary,no,-65,yes,no,unknown,30,jun,2,-1,0,unknown,no
11018,48,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,2,352,1,failure,no
22244,39,blue-collar,married,primary,no,108,no,no,cellular,17,nov,1,-1,0,unknown,no
19010,44,technician,married,secondary,no,267,no,yes,cellular,12,aug,3,-1,0,unknown,no
19004,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,1,-1,0,unknown,yes
13644,32,admin.,married,secondary,no,514,yes,no,unknown,8,may,1,-1,0,unknown,no
16920,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,4,-1,0,unknown,no
15280,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,3,186,2,failure,yes
13272,28,management,single,tertiary,no,187,no,no,cellular,9,mar,1,-1,0,unknown,yes
11443,56,management,married,tertiary,no,1388,no,no,cellular,18,nov,1,-1,0,unknown,no
21734,33,technician,single,tertiary,no,255,no,no,cellular,21,aug,3,-1,0,unknown,no
19855,47,blue-collar,married,primary,no,-301,yes,no,cellular,5,may,1,-1,0,unknown,no
11991,31,management,single,tertiary,no,8436,yes,no,cellular,19,nov,2,-1,0,unknown,no
17298,49,services,married,secondary,no,199,yes,no,cellular,31,jul,25,-1,0,unknown,no
21100,38,management,married,unknown,no,3576,no,no,cellular,25,nov,2,183,1,success,yes
15180,34,blue-collar,single,secondary,no,39,no,no,cellular,18,jul,3,-1,0,unknown,no
14170,38,management,married,tertiary,no,3724,yes,no,cellular,27,aug,10,-1,0,unknown,no
10683,32,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,2,-1,0,unknown,no
18265,39,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,3,486,1,other,no
19253,46,technician,single,secondary,no,4367,yes,no,cellular,3,jun,1,96,1,failure,no
15343,72,retired,married,primary,no,796,no,no,cellular,24,apr,2,-1,0,unknown,no
18558,37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,2,138,2,success,yes
15591,23,student,single,tertiary,no,577,no,no,cellular,27,apr,3,-1,0,unknown,no
11015,28,technician,single,secondary,no,313,no,no,cellular,9,feb,2,-1,0,unknown,yes
10610,33,services,married,secondary,no,39,yes,no,unknown,4,jun,4,-1,0,unknown,no
17706,54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,1,-1,0,unknown,no
15189,30,management,single,tertiary,no,3289,no,no,cellular,2,jun,1,-1,0,unknown,no
10834,34,technician,single,secondary,no,0,no,no,telephone,10,jul,1,-1,0,unknown,no
11469,68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,1,-1,0,unknown,yes
19990,41,technician,married,secondary,no,65,no,no,cellular,22,aug,1,-1,0,unknown,no
20914,44,admin.,married,secondary,no,1042,yes,no,cellular,18,may,1,-1,0,unknown,no
13754,31,management,single,tertiary,no,98,no,no,cellular,11,aug,2,-1,0,unknown,no
10173,39,technician,single,secondary,no,935,no,no,cellular,4,feb,2,-1,0,unknown,no
18596,45,admin.,married,secondary,no,1435,yes,no,cellular,30,apr,1,-1,0,unknown,no
19017,59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,feb,1,130,1,failure,no
18780,48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,2,-1,0,unknown,no
17461,56,blue-collar,divorced,secondary,no,1346,no,yes,cellular,28,jul,3,-1,0,unknown,no
12182,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,1,99,2,success,yes
15093,36,management,married,secondary,no,339,yes,no,cellular,12,may,1,354,1,failure,no
17975,35,management,married,tertiary,no,5057,yes,no,unknown,4,jun,10,-1,0,unknown,no
21279,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,2,97,1,success,yes
12135,31,management,single,tertiary,no,4718,yes,no,cellular,21,nov,1,-1,0,unknown,yes
21087,29,management,single,tertiary,no,308,no,no,cellular,4,aug,1,-1,0,unknown,no
22602,48,technician,married,secondary,no,1600,no,no,cellular,5,aug,1,-1,0,unknown,no
14777,42,technician,married,secondary,no,-245,no,yes,unknown,26,may,1,-1,0,unknown,no
21302,50,services,married,secondary,yes,892,yes,no,cellular,10,jul,1,-1,0,unknown,no
19585,35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,2,364,1,other,no
22140,35,services,single,secondary,no,-639,yes,yes,cellular,13,may,1,-1,0,unknown,no
18568,37,blue-collar,single,secondary,no,392,yes,no,cellular,18,jul,3,-1,0,unknown,no
10919,55,blue-collar,married,primary,no,512,no,no,cellular,5,aug,2,-1,0,unknown,yes
12180,39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,2,-1,0,unknown,no
21699,20,student,single,primary,no,0,no,no,cellular,1,feb,5,91,8,failure,no
20691,27,services,single,secondary,no,302,no,no,cellular,3,jul,1,-1,0,unknown,yes
14467,32,technician,married,tertiary,no,0,yes,yes,cellular,29,jan,1,261,2,failure,no
12688,32,blue-collar,married,secondary,no,944,no,no,cellular,13,may,2,362,1,other,no
10577,47,management,married,secondary,no,1077,no,no,cellular,31,jul,4,-1,0,unknown,no
16210,29,management,single,secondary,no,3317,no,yes,telephone,4,may,7,-1,0,unknown,yes
22622,46,management,married,tertiary,no,587,no,no,telephone,2,feb,1,-1,0,unknown,no
18658,45,blue-collar,married,primary,no,194,yes,yes,unknown,3,jun,2,-1,0,unknown,no
18272,45,technician,divorced,secondary,no,159,yes,no,unknown,26,may,3,-1,0,unknown,no
10207,31,blue-collar,divorced,secondary,no,387,yes,no,unknown,12,may,3,-1,0,unknown,no
11336,51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,4,174,1,failure,no
21882,44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,2,-1,0,unknown,no
10564,40,management,single,tertiary,no,759,yes,no,telephone,20,apr,2,266,5,failure,no
16193,36,technician,married,tertiary,no,1179,yes,no,cellular,25,sep,1,-1,0,unknown,no
10989,48,unemployed,married,secondary,no,11371,yes,no,cellular,30,apr,1,86,3,failure,no
18088,25,technician,married,tertiary,no,400,no,no,cellular,30,apr,1,-1,0,unknown,no
12444,45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,1,-1,0,unknown,yes
17790,35,management,married,tertiary,no,24,yes,no,unknown,26,jun,2,-1,0,unknown,no
16957,71,retired,married,primary,no,2600,no,no,cellular,13,nov,2,98,1,success,yes
21109,27,blue-collar,single,primary,no,3955,yes,no,unknown,28,may,3,-1,0,unknown,no
17900,44,blue-collar,married,primary,no,401,yes,no,cellular,18,may,1,-1,0,unknown,no
16488,41,housemaid,married,primary,no,216,no,no,cellular,13,aug,2,-1,0,unknown,no
10355,28,management,married,tertiary,no,264,no,no,cellular,28,jan,1,-1,0,unknown,no
20413,46,blue-collar,married,primary,no,2093,no,no,unknown,5,jun,2,-1,0,unknown,no
14984,47,management,married,tertiary,no,385,yes,no,cellular,17,apr,1,323,4,failure,no
10812,30,management,single,tertiary,no,112,yes,no,unknown,7,may,1,-1,0,unknown,no
10517,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,1,364,1,failure,no
13000,36,services,married,primary,no,413,yes,no,telephone,13,may,1,176,1,failure,no
17046,34,blue-collar,married,secondary,no,157,yes,no,cellular,11,jul,2,-1,0,unknown,no
20504,36,management,single,tertiary,no,479,no,no,cellular,9,feb,2,-1,0,unknown,yes
16039,59,retired,married,secondary,no,184,no,no,cellular,8,jul,1,-1,0,unknown,no
20389,35,technician,married,secondary,no,18,yes,yes,cellular,14,may,2,-1,0,unknown,no
12746,50,admin.,single,secondary,no,26,no,yes,telephone,24,jul,4,-1,0,unknown,no
12363,49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,2,-1,0,unknown,no
18670,64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,3,-1,0,unknown,no
15709,51,blue-collar,married,primary,no,581,no,no,cellular,25,aug,4,-1,0,unknown,no
22334,45,management,single,tertiary,no,451,no,no,unknown,17,jun,1,-1,0,unknown,no
20446,33,management,married,tertiary,no,7154,no,no,cellular,2,aug,4,129,4,other,no
20577,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,1,-1,0,unknown,yes
21571,34,management,married,tertiary,no,5973,yes,no,cellular,13,jul,3,-1,0,unknown,no
14391,27,management,single,secondary,no,843,no,no,cellular,8,jan,1,-1,0,unknown,yes
11837,40,housemaid,married,secondary,no,4136,yes,no,cellular,11,may,3,173,5,failure,no
21656,36,management,single,tertiary,no,876,yes,no,unknown,23,may,2,-1,0,unknown,no
12235,53,unemployed,married,secondary,no,2057,yes,no,unknown,20,jun,1,-1,0,unknown,no
11257,27,blue-collar,single,primary,no,553,yes,no,unknown,20,jun,3,-1,0,unknown,no
19165,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1,97,7,other,yes
12334,50,admin.,single,secondary,no,2040,yes,no,cellular,7,may,1,357,1,failure,no
15336,67,retired,married,tertiary,no,1948,no,no,cellular,2,jul,2,155,5,success,no
11928,28,student,single,secondary,no,891,no,no,telephone,4,may,6,-1,0,unknown,no
11486,35,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,1,-1,0,unknown,yes
16390,35,services,married,secondary,no,63,no,yes,cellular,10,jul,4,-1,0,unknown,no
22226,43,services,married,secondary,no,-1,no,no,cellular,30,jul,2,-1,0,unknown,no
22267,33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,1,145,2,other,yes
21714,31,technician,single,secondary,no,105,no,no,cellular,25,aug,4,-1,0,unknown,no
21166,26,management,single,tertiary,no,2692,no,no,unknown,28,may,2,-1,0,unknown,no
20931,32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,1,-1,0,unknown,yes
21371,26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,1,-1,0,unknown,yes
14480,50,unemployed,married,secondary,no,306,yes,no,unknown,4,jun,1,-1,0,unknown,no
20064,46,admin.,divorced,secondary,no,1198,yes,yes,cellular,7,apr,1,307,1,other,no
17683,57,blue-collar,married,secondary,no,621,yes,no,cellular,17,apr,3,-1,0,unknown,no
19417,34,services,single,tertiary,no,49,yes,no,cellular,4,feb,1,-1,0,unknown,no
21984,59,services,married,secondary,no,-22,yes,no,unknown,26,may,3,-1,0,unknown,yes
21676,33,management,single,tertiary,no,4176,no,no,cellular,26,mar,3,-1,0,unknown,yes
11838,28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,11,282,1,other,no
11736,40,blue-collar,married,secondary,no,-450,yes,no,cellular,15,may,1,-1,0,unknown,no
19625,45,self-employed,married,primary,no,750,no,no,unknown,11,jun,9,-1,0,unknown,no
21705,22,services,single,secondary,no,361,no,no,telephone,7,jun,4,367,2,failure,no
10883,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,1,-1,0,unknown,yes
12440,32,technician,single,tertiary,no,6746,no,no,cellular,11,nov,1,-1,0,unknown,yes
21157,51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,2,-1,0,unknown,yes
21717,38,technician,single,secondary,no,-143,yes,no,unknown,30,may,7,-1,0,unknown,no
21016,32,blue-collar,single,secondary,no,3845,yes,no,cellular,18,nov,3,-1,0,unknown,no
21032,60,retired,divorced,secondary,no,2047,yes,no,telephone,21,jul,3,-1,0,unknown,no
13616,38,management,married,tertiary,no,7124,no,no,unknown,16,jun,6,-1,0,unknown,no
10590,39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,2,-1,0,unknown,yes
20718,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,1,-1,0,unknown,yes
17481,49,entrepreneur,married,tertiary,no,4976,yes,no,cellular,13,may,9,173,1,failure,no
22650,50,management,married,tertiary,no,5108,yes,no,cellular,19,jun,2,-1,0,unknown,no
16978,33,technician,single,tertiary,no,469,no,no,cellular,26,aug,9,-1,0,unknown,no
13058,33,management,single,tertiary,no,1590,no,no,cellular,29,jan,1,-1,0,unknown,no
15922,34,admin.,married,tertiary,no,35,yes,no,cellular,7,aug,2,-1,0,unknown,no
11565,37,unemployed,married,secondary,no,924,yes,no,cellular,9,feb,9,-1,0,unknown,no
18375,32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,4,-1,0,unknown,yes
18255,54,management,divorced,tertiary,no,124,no,no,cellular,27,aug,11,-1,0,unknown,no
12744,51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,2,-1,0,unknown,yes
11053,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1,148,1,failure,yes
21101,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,1,-1,0,unknown,yes
17552,34,management,single,primary,no,212,no,no,unknown,27,may,1,-1,0,unknown,no
22413,23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,1,342,4,other,no
11484,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,2,84,8,success,yes
16178,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,3,-1,0,unknown,yes
13742,45,technician,married,secondary,no,1732,no,no,cellular,7,aug,2,-1,0,unknown,no
22519,26,technician,single,secondary,no,668,yes,no,unknown,28,may,3,-1,0,unknown,yes
11730,37,management,single,tertiary,no,131,no,no,telephone,14,aug,2,-1,0,unknown,no
13469,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,1,249,1,failure,no
22081,54,management,married,primary,no,1691,yes,no,cellular,20,nov,1,-1,0,unknown,no
18548,23,services,single,unknown,no,15,yes,no,cellular,15,may,2,364,2,other,no
15725,35,admin.,married,secondary,no,269,yes,yes,cellular,2,jun,1,-1,0,unknown,no
13443,37,technician,divorced,tertiary,no,39,no,no,cellular,27,aug,3,-1,0,unknown,no
10390,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,4,-1,0,unknown,yes
14238,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,2,319,1,failure,no
12980,28,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,2,-1,0,unknown,no
19251,39,technician,single,secondary,no,3867,no,no,cellular,26,aug,12,-1,0,unknown,no
17203,30,management,single,tertiary,no,1761,yes,no,cellular,15,may,2,294,1,other,no
21953,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,2,-1,0,unknown,yes
22473,32,blue-collar,married,secondary,no,489,yes,no,cellular,7,may,2,349,4,failure,no
10391,53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,2,-1,0,unknown,no
14602,57,technician,married,tertiary,no,-1,no,no,unknown,14,may,2,-1,0,unknown,yes
11627,35,admin.,married,secondary,no,5768,yes,yes,unknown,9,jun,1,-1,0,unknown,no
18094,47,admin.,married,tertiary,no,12276,no,no,unknown,20,jun,5,-1,0,unknown,no
13749,38,admin.,single,secondary,no,626,no,no,cellular,2,jun,4,-1,0,unknown,no
13442,26,retired,single,secondary,no,530,no,no,cellular,30,apr,1,-1,0,unknown,no
12251,35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,13,-1,0,unknown,yes
22666,22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,3,-1,0,unknown,yes
12925,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,2,-1,0,unknown,yes
22785,52,blue-collar,married,primary,no,-637,yes,yes,cellular,12,may,5,174,2,failure,no
20443,48,technician,married,tertiary,no,0,no,yes,cellular,18,nov,1,-1,0,unknown,no
22817,79,retired,divorced,primary,no,79,no,no,cellular,9,oct,2,-1,0,unknown,yes
10214,29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,1,-1,0,unknown,no
15854,31,blue-collar,single,secondary,no,4415,yes,no,unknown,2,jun,1,-1,0,unknown,no
13130,31,entrepreneur,divorced,tertiary,no,2,no,yes,cellular,7,jul,1,-1,0,unknown,no
13487,39,entrepreneur,married,secondary,no,680,yes,no,cellular,15,may,1,361,2,failure,no
19568,33,services,married,secondary,no,386,no,no,cellular,12,nov,1,92,4,failure,yes
16339,57,retired,divorced,tertiary,no,476,no,no,telephone,21,nov,1,-1,0,unknown,no
15183,49,blue-collar,married,primary,no,953,yes,no,unknown,14,may,2,-1,0,unknown,no
19900,47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,2,92,4,other,yes
10714,33,technician,divorced,secondary,no,488,no,no,cellular,5,aug,2,-1,0,unknown,no
18707,33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,1,343,1,other,yes
13814,33,technician,married,tertiary,no,-482,yes,no,cellular,29,jul,3,-1,0,unknown,no
17073,33,blue-collar,married,primary,yes,0,yes,no,cellular,21,nov,1,-1,0,unknown,no
20986,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1,335,1,failure,no
11492,35,management,single,tertiary,no,612,no,no,cellular,11,nov,1,195,1,failure,no
14707,37,unemployed,divorced,secondary,no,57,yes,no,cellular,28,jan,1,-1,0,unknown,no
14237,28,admin.,single,secondary,no,-103,yes,no,unknown,12,may,4,-1,0,unknown,no
22351,60,retired,married,tertiary,no,872,no,no,telephone,28,aug,5,-1,0,unknown,no
16632,37,management,married,tertiary,no,6771,no,no,cellular,7,sep,1,186,1,success,yes
15970,28,admin.,single,secondary,no,350,yes,yes,unknown,19,may,2,-1,0,unknown,no
16732,39,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,2,-1,0,unknown,no
16646,30,unemployed,married,tertiary,no,4696,yes,no,cellular,25,jul,1,-1,0,unknown,no
12709,25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,1,-1,0,unknown,yes
19767,35,services,single,secondary,no,719,yes,no,cellular,18,may,3,368,3,failure,yes
16217,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,2,-1,0,unknown,no
18097,82,retired,divorced,primary,no,0,no,no,telephone,15,mar,2,195,1,other,yes
19198,30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,1,203,1,success,yes
19203,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,3,-1,0,unknown,yes
13247,27,student,single,secondary,no,213,no,no,cellular,27,mar,1,-1,0,unknown,yes
12079,53,retired,single,tertiary,no,888,yes,no,cellular,9,jul,1,-1,0,unknown,no
17014,73,retired,married,primary,no,542,no,no,cellular,26,oct,1,180,5,failure,yes
13955,46,admin.,divorced,secondary,no,778,yes,no,cellular,20,nov,3,-1,0,unknown,no
22750,41,blue-collar,married,primary,no,1654,yes,no,unknown,14,may,1,-1,0,unknown,no
11992,48,admin.,married,unknown,no,3756,no,no,cellular,14,aug,10,-1,0,unknown,no
16997,39,admin.,married,secondary,no,1891,no,no,unknown,17,jun,1,-1,0,unknown,no
12803,50,unemployed,married,secondary,no,525,yes,no,telephone,18,nov,2,-1,0,unknown,no
18460,26,entrepreneur,single,secondary,no,681,no,yes,unknown,27,may,1,-1,0,unknown,no
10509,41,admin.,married,secondary,no,-396,yes,no,cellular,7,jul,4,-1,0,unknown,no
20882,29,blue-collar,married,secondary,no,-312,yes,yes,cellular,14,may,2,-1,0,unknown,no
20044,36,blue-collar,married,secondary,no,56,yes,no,cellular,9,jul,1,-1,0,unknown,no
17031,59,retired,married,secondary,no,1066,yes,no,cellular,28,jan,2,-1,0,unknown,no
17779,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,2,90,1,success,yes
17652,48,management,married,primary,no,427,no,no,cellular,17,nov,1,-1,0,unknown,no
21001,38,services,married,secondary,no,934,yes,no,cellular,14,may,1,-1,0,unknown,yes
19292,41,management,married,secondary,no,218,yes,no,unknown,16,may,1,-1,0,unknown,no
15689,43,housemaid,married,primary,no,1342,yes,yes,unknown,9,may,2,-1,0,unknown,no
20077,43,self-employed,married,tertiary,no,4324,yes,no,unknown,19,jun,1,-1,0,unknown,no
19902,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,2,160,5,other,yes
11793,28,blue-collar,single,secondary,no,2806,no,no,cellular,13,oct,1,120,1,other,no
17539,35,blue-collar,married,primary,no,0,yes,no,cellular,8,may,1,290,2,failure,no
16845,30,technician,single,secondary,no,411,yes,no,cellular,16,apr,1,-1,0,unknown,no
10681,43,blue-collar,married,secondary,no,1035,no,no,cellular,28,jan,1,-1,0,unknown,no
17765,60,retired,married,tertiary,no,2261,no,no,unknown,9,jun,1,-1,0,unknown,no
20028,43,admin.,single,secondary,no,-495,yes,yes,unknown,23,may,1,-1,0,unknown,no
12336,47,technician,single,secondary,no,58,no,no,telephone,5,feb,1,-1,0,unknown,no
10218,77,retired,married,secondary,no,2123,no,no,telephone,4,feb,4,-1,0,unknown,no
17457,32,technician,married,tertiary,no,168,no,no,unknown,27,may,1,-1,0,unknown,no
16108,47,blue-collar,married,primary,no,468,no,no,cellular,21,aug,7,-1,0,unknown,no
19924,39,management,married,tertiary,no,2450,no,no,cellular,20,nov,2,-1,0,unknown,no
17754,39,entrepreneur,divorced,tertiary,no,966,yes,yes,cellular,20,nov,1,-1,0,unknown,no
12073,31,management,divorced,tertiary,no,895,yes,no,unknown,26,may,1,-1,0,unknown,no
14336,45,admin.,married,secondary,no,524,yes,no,cellular,23,jul,1,-1,0,unknown,yes
15944,51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,4,-1,0,unknown,no
11857,30,admin.,single,secondary,no,1700,yes,no,cellular,22,jul,3,-1,0,unknown,no
21721,34,blue-collar,married,primary,no,-20,yes,no,unknown,2,jun,2,-1,0,unknown,no
18360,60,technician,married,tertiary,no,6573,yes,no,cellular,11,aug,1,274,1,failure,no
21713,30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,5,-1,0,unknown,no
14773,48,management,married,tertiary,no,3842,no,no,cellular,1,oct,1,122,2,success,no
22078,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,1,177,1,success,yes
14061,46,unemployed,married,primary,no,1,yes,no,cellular,31,jul,2,-1,0,unknown,no
21060,46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,1,-1,0,unknown,no
17762,27,services,single,secondary,no,453,no,no,cellular,19,apr,2,-1,0,unknown,yes
21860,42,blue-collar,married,secondary,no,4900,yes,no,telephone,11,may,1,284,2,failure,no
14193,46,technician,married,tertiary,no,0,no,no,cellular,20,nov,1,167,1,failure,yes
11175,32,services,single,secondary,no,152,yes,no,cellular,25,may,2,-1,0,unknown,yes
19681,56,retired,married,secondary,no,102,yes,no,telephone,11,may,1,369,1,failure,no
10401,54,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,1,-1,0,unknown,no
16823,54,management,married,tertiary,no,1623,no,no,cellular,31,jul,8,-1,0,unknown,no
16476,59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,1,-1,0,unknown,yes
18748,64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,2,294,2,failure,yes
13867,78,retired,divorced,primary,no,229,no,no,telephone,22,oct,1,-1,0,unknown,yes
19350,26,admin.,single,tertiary,no,689,no,no,cellular,25,mar,1,-1,0,unknown,no
19101,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,1,-1,0,unknown,yes
11362,35,management,married,tertiary,no,82,no,no,cellular,8,aug,4,-1,0,unknown,yes
12686,50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,2,-1,0,unknown,no
17517,47,blue-collar,married,primary,no,4520,no,no,cellular,11,aug,2,-1,0,unknown,no
13786,34,blue-collar,single,secondary,no,375,yes,no,cellular,20,apr,1,-1,0,unknown,no
21025,42,blue-collar,married,unknown,no,132,yes,no,unknown,6,may,1,-1,0,unknown,no
21822,44,technician,married,secondary,no,267,no,no,cellular,22,aug,2,-1,0,unknown,yes
16257,36,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,2,-1,0,unknown,no
12542,40,technician,married,secondary,no,96,yes,yes,cellular,17,apr,2,326,2,failure,no
16161,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,1,190,5,failure,yes
11662,36,self-employed,married,tertiary,no,634,yes,no,cellular,21,nov,2,-1,0,unknown,no
14102,56,technician,married,secondary,no,589,yes,no,unknown,29,may,2,-1,0,unknown,yes
11149,44,management,married,unknown,no,282,no,no,cellular,9,mar,2,154,3,success,yes
18594,76,retired,married,primary,no,3324,no,no,cellular,13,aug,2,192,1,failure,yes
18751,21,technician,single,unknown,no,360,no,no,cellular,26,may,2,-1,0,unknown,yes
15581,31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,3,-1,0,unknown,no
14174,26,management,married,tertiary,no,243,no,no,cellular,26,may,1,-1,0,unknown,yes
21739,40,technician,single,tertiary,no,47,no,no,cellular,20,aug,4,-1,0,unknown,no
14359,36,admin.,single,secondary,no,245,yes,no,cellular,6,may,1,-1,0,unknown,no
20996,35,technician,single,secondary,no,27,yes,no,cellular,25,may,1,305,1,other,yes
17081,45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,2,-1,0,unknown,no
11525,45,management,married,tertiary,no,4877,yes,no,cellular,8,aug,2,-1,0,unknown,no
19498,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,2,183,2,success,yes
19947,82,retired,married,unknown,no,211,no,no,telephone,22,apr,3,-1,0,unknown,no
20209,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,4,371,1,failure,yes
19154,33,management,married,tertiary,no,184,no,no,cellular,5,feb,1,-1,0,unknown,no
22534,30,services,married,secondary,no,357,yes,no,unknown,27,may,4,-1,0,unknown,no
11467,48,admin.,married,primary,no,4459,yes,no,cellular,6,aug,1,-1,0,unknown,no
13222,37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,1,-1,0,unknown,yes
22566,47,services,married,secondary,no,4,no,no,cellular,13,aug,2,105,6,success,no
16230,60,admin.,divorced,unknown,no,791,yes,no,unknown,13,may,1,-1,0,unknown,no
19352,45,blue-collar,married,primary,no,660,yes,no,cellular,14,jul,2,-1,0,unknown,no
11868,45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,2,-1,0,unknown,no
15454,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,2,156,1,other,yes
10440,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,1,-1,0,unknown,no
11859,52,admin.,married,secondary,no,0,no,yes,telephone,9,jul,1,-1,0,unknown,no
12453,52,management,married,secondary,no,189,no,no,cellular,22,aug,2,-1,0,unknown,no
22008,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,1,-1,0,unknown,yes
15566,29,management,single,tertiary,no,1952,yes,no,unknown,14,may,1,-1,0,unknown,no
21395,34,admin.,married,secondary,no,256,no,no,unknown,27,may,2,-1,0,unknown,no
11298,31,technician,married,secondary,no,2440,no,no,cellular,6,nov,1,-1,0,unknown,no
10366,43,management,married,tertiary,no,-334,yes,no,cellular,7,aug,1,-1,0,unknown,no
12607,24,technician,married,secondary,no,556,yes,no,cellular,18,aug,2,-1,0,unknown,yes
21627,32,self-employed,married,primary,no,102,yes,no,cellular,18,jul,1,-1,0,unknown,yes
11585,44,management,married,tertiary,no,278,no,no,cellular,28,aug,4,-1,0,unknown,no
20380,51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,1,-1,0,unknown,yes
18199,40,admin.,married,secondary,no,0,yes,no,cellular,15,may,8,366,7,other,no
19063,25,services,single,secondary,no,-41,no,yes,cellular,14,jul,2,-1,0,unknown,no
11765,49,unknown,married,primary,no,142,no,no,unknown,12,jun,3,-1,0,unknown,no
10094,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,2,297,3,failure,yes
